,content_id,reaction_type,Datetime,score,content_type,category
1517,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,adore,2020-11-17 22:30:50,72,video,culture
1518,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,peeking,2020-10-04 07:12:29,35,video,culture
1519,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,love,2020-08-07 18:37:48,65,video,culture
1520,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,super love,2020-09-03 02:48:11,75,video,culture
1521,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,like,2021-03-03 11:50:53,50,video,culture
1522,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,adore,2020-11-21 19:43:38,72,video,culture
1523,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,heart,2021-01-13 12:01:55,60,video,culture
1524,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,indifferent,2020-09-18 16:47:00,20,video,culture
1525,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,2020-06-25 05:15:12,0,video,culture
1526,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,cherish,2021-04-01 03:57:43,70,video,culture
1527,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,scared,2020-10-28 10:48:18,15,video,culture
1528,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,want,2021-06-12 12:35:57,70,video,culture
1529,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,want,2021-06-04 06:51:50,70,video,culture
1530,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,super love,2021-06-01 10:13:08,75,video,culture
1531,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,indifferent,2021-04-13 05:39:21,20,video,culture
1532,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,intrigued,2020-07-20 11:51:35,45,video,culture
1533,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,scared,2020-10-25 05:14:27,15,video,culture
1534,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,scared,2020-10-03 00:44:46,15,video,culture
1535,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,like,2020-08-11 00:46:08,50,video,culture
1536,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,dislike,2020-07-19 16:25:40,10,video,culture
1537,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,worried,2021-02-18 06:15:59,12,video,culture
1538,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,worried,2020-10-26 13:41:42,12,video,culture
1539,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,hate,2021-02-03 02:15:05,5,video,culture
1540,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,intrigued,2020-06-27 11:08:48,45,video,culture
1541,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,cherish,2020-09-26 21:14:37,70,video,culture
1542,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,peeking,2021-05-20 01:32:56,35,video,culture
1543,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,2021-05-17 13:47:25,0,GIF,soccer
1544,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,2020-07-25 09:28:22,45,GIF,soccer
1545,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,indifferent,2021-01-11 07:28:46,20,GIF,soccer
1546,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,scared,2020-12-28 14:51:39,15,GIF,soccer
1547,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,2020-11-19 22:02:00,45,GIF,soccer
1548,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,2020-09-17 11:30:03,45,GIF,soccer
1549,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,want,2021-02-11 00:15:20,70,GIF,soccer
1550,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,love,2020-09-22 16:59:13,65,GIF,soccer
1551,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,interested,2020-11-19 02:03:53,30,GIF,soccer
1552,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,indifferent,2020-10-08 06:32:09,20,GIF,soccer
1553,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,2021-01-04 12:16:12,45,GIF,soccer
1554,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,want,2021-06-05 07:34:15,70,GIF,soccer
1555,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,interested,2020-12-21 17:41:01,30,GIF,soccer
1556,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,2020-12-01 02:45:43,45,GIF,soccer
1557,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,hate,2020-11-19 19:37:00,5,GIF,soccer
1558,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,love,2020-10-05 08:54:39,65,GIF,soccer
1559,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,peeking,2020-10-19 17:26:39,35,GIF,soccer
1560,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,super love,2020-06-27 06:28:56,75,GIF,soccer
1561,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,super love,2021-04-12 19:27:05,75,GIF,soccer
1562,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,scared,2020-06-20 19:08:04,15,GIF,soccer
1563,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,2021-04-29 18:04:17,0,GIF,soccer
1564,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,like,2020-08-29 14:26:09,50,GIF,soccer
1565,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,interested,2020-12-23 07:13:25,30,GIF,soccer
1566,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,interested,2020-09-22 04:48:44,30,GIF,soccer
1567,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,interested,2020-10-23 01:01:44,30,GIF,soccer
1568,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,peeking,2021-06-16 11:01:57,35,GIF,soccer
1569,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,peeking,2021-05-27 01:38:07,35,GIF,soccer
1570,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,indifferent,2020-11-21 14:32:59,20,GIF,soccer
1571,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,dislike,2021-02-04 22:17:56,10,GIF,soccer
1572,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,interested,2021-05-06 14:56:10,30,GIF,soccer
1573,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,peeking,2020-09-18 23:48:05,35,GIF,soccer
1574,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,cherish,2021-03-25 04:33:26,70,GIF,soccer
1575,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,adore,2021-06-16 08:16:48,72,GIF,soccer
1576,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,cherish,2021-04-10 22:12:09,70,GIF,soccer
1577,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,2020-12-15 03:05:33,0,GIF,soccer
1578,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,2020-10-19 21:32:46,45,GIF,soccer
1579,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,cherish,2021-05-20 04:14:41,70,GIF,soccer
1580,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,interested,2020-08-19 21:53:27,30,GIF,soccer
1581,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,2021-03-17 00:43:52,45,GIF,soccer
1582,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,super love,2020-08-02 07:58:08,75,GIF,soccer
1583,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,scared,2020-07-02 12:52:52,15,GIF,soccer
1584,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,2021-03-05 17:00:37,45,GIF,soccer
1585,026973ef-4b73-4901-9160-bc9e04516057,interested,2021-04-17 04:47:55,30,audio,culture
1586,026973ef-4b73-4901-9160-bc9e04516057,heart,2020-12-19 12:17:27,60,audio,culture
1587,026973ef-4b73-4901-9160-bc9e04516057,love,2020-11-27 03:06:16,65,audio,culture
1588,026973ef-4b73-4901-9160-bc9e04516057,want,2021-01-07 10:24:20,70,audio,culture
1589,026973ef-4b73-4901-9160-bc9e04516057,interested,2020-08-21 13:35:04,30,audio,culture
1590,026973ef-4b73-4901-9160-bc9e04516057,super love,2020-10-06 09:10:59,75,audio,culture
1591,026973ef-4b73-4901-9160-bc9e04516057,want,2020-10-07 18:13:22,70,audio,culture
1592,026973ef-4b73-4901-9160-bc9e04516057,hate,2020-11-03 05:25:42,5,audio,culture
1593,026973ef-4b73-4901-9160-bc9e04516057,love,2021-04-02 07:27:56,65,audio,culture
1594,026973ef-4b73-4901-9160-bc9e04516057,hate,2021-04-30 16:52:06,5,audio,culture
1595,026973ef-4b73-4901-9160-bc9e04516057,interested,2021-03-14 05:40:43,30,audio,culture
1596,026973ef-4b73-4901-9160-bc9e04516057,want,2021-04-10 15:19:33,70,audio,culture
1597,026973ef-4b73-4901-9160-bc9e04516057,intrigued,2021-05-30 08:54:24,45,audio,culture
1598,026973ef-4b73-4901-9160-bc9e04516057,heart,2021-03-16 15:52:11,60,audio,culture
1599,026973ef-4b73-4901-9160-bc9e04516057,like,2020-11-01 05:54:05,50,audio,culture
1600,026973ef-4b73-4901-9160-bc9e04516057,love,2021-03-22 15:50:47,65,audio,culture
1601,026973ef-4b73-4901-9160-bc9e04516057,intrigued,2020-10-31 07:30:10,45,audio,culture
1602,026973ef-4b73-4901-9160-bc9e04516057,adore,2020-10-14 07:33:22,72,audio,culture
1603,026973ef-4b73-4901-9160-bc9e04516057,interested,2020-11-23 13:56:32,30,audio,culture
1604,026973ef-4b73-4901-9160-bc9e04516057,dislike,2021-04-30 03:32:00,10,audio,culture
1605,026973ef-4b73-4901-9160-bc9e04516057,interested,2020-12-21 16:29:54,30,audio,culture
1606,026973ef-4b73-4901-9160-bc9e04516057,heart,2020-12-19 23:12:17,60,audio,culture
1607,026973ef-4b73-4901-9160-bc9e04516057,adore,2020-10-20 13:38:23,72,audio,culture
1608,026973ef-4b73-4901-9160-bc9e04516057,like,2021-05-24 13:11:09,50,audio,culture
1609,026973ef-4b73-4901-9160-bc9e04516057,disgust,2020-12-27 23:36:09,0,audio,culture
1610,026973ef-4b73-4901-9160-bc9e04516057,indifferent,2021-05-03 17:58:20,20,audio,culture
1611,026973ef-4b73-4901-9160-bc9e04516057,adore,2021-06-07 07:05:10,72,audio,culture
1612,026973ef-4b73-4901-9160-bc9e04516057,dislike,2021-04-04 10:31:09,10,audio,culture
1613,026973ef-4b73-4901-9160-bc9e04516057,peeking,2020-12-26 14:15:22,35,audio,culture
1614,026973ef-4b73-4901-9160-bc9e04516057,peeking,2021-01-15 01:15:43,35,audio,culture
1615,026973ef-4b73-4901-9160-bc9e04516057,interested,2020-09-30 06:52:38,30,audio,culture
1616,026973ef-4b73-4901-9160-bc9e04516057,super love,2020-09-22 20:24:49,75,audio,culture
1617,026973ef-4b73-4901-9160-bc9e04516057,disgust,2020-10-20 13:31:02,0,audio,culture
1618,026973ef-4b73-4901-9160-bc9e04516057,indifferent,2021-05-10 19:50:48,20,audio,culture
1619,026973ef-4b73-4901-9160-bc9e04516057,cherish,2021-01-16 16:51:47,70,audio,culture
1620,026973ef-4b73-4901-9160-bc9e04516057,want,2021-05-29 19:52:18,70,audio,culture
1621,f08bdab2-b888-484e-8fd9-919e6ed86c12,cherish,2021-01-21 05:51:26,70,audio,education
1622,f08bdab2-b888-484e-8fd9-919e6ed86c12,worried,2020-07-07 00:18:30,12,audio,education
1623,f08bdab2-b888-484e-8fd9-919e6ed86c12,heart,2020-07-17 07:24:58,60,audio,education
1624,f08bdab2-b888-484e-8fd9-919e6ed86c12,want,2020-10-01 06:49:50,70,audio,education
1625,f08bdab2-b888-484e-8fd9-919e6ed86c12,disgust,2021-03-25 19:36:23,0,audio,education
1626,f08bdab2-b888-484e-8fd9-919e6ed86c12,want,2020-06-24 02:21:02,70,audio,education
1627,f08bdab2-b888-484e-8fd9-919e6ed86c12,intrigued,2020-11-27 14:14:50,45,audio,education
1628,f08bdab2-b888-484e-8fd9-919e6ed86c12,heart,2021-03-18 08:05:38,60,audio,education
1629,f08bdab2-b888-484e-8fd9-919e6ed86c12,peeking,2020-10-08 20:41:59,35,audio,education
1630,f08bdab2-b888-484e-8fd9-919e6ed86c12,interested,2021-01-04 13:47:15,30,audio,education
1631,f08bdab2-b888-484e-8fd9-919e6ed86c12,love,2021-01-15 17:51:07,65,audio,education
1632,f08bdab2-b888-484e-8fd9-919e6ed86c12,scared,2020-09-21 06:19:00,15,audio,education
1633,f08bdab2-b888-484e-8fd9-919e6ed86c12,adore,2020-10-31 19:23:12,72,audio,education
1634,f08bdab2-b888-484e-8fd9-919e6ed86c12,super love,2020-08-22 06:23:12,75,audio,education
1635,f08bdab2-b888-484e-8fd9-919e6ed86c12,indifferent,2020-08-14 01:27:29,20,audio,education
1636,f08bdab2-b888-484e-8fd9-919e6ed86c12,love,2020-08-15 09:23:18,65,audio,education
1637,f08bdab2-b888-484e-8fd9-919e6ed86c12,worried,2021-03-05 15:05:30,12,audio,education
1638,f08bdab2-b888-484e-8fd9-919e6ed86c12,scared,2020-06-21 23:20:09,15,audio,education
1639,f08bdab2-b888-484e-8fd9-919e6ed86c12,cherish,2021-03-22 03:23:28,70,audio,education
1640,f08bdab2-b888-484e-8fd9-919e6ed86c12,love,2020-07-31 07:08:37,65,audio,education
1641,f08bdab2-b888-484e-8fd9-919e6ed86c12,peeking,2021-01-24 21:57:36,35,audio,education
1642,f08bdab2-b888-484e-8fd9-919e6ed86c12,scared,2020-10-01 12:42:24,15,audio,education
1643,f08bdab2-b888-484e-8fd9-919e6ed86c12,like,2020-09-02 20:54:36,50,audio,education
1644,f08bdab2-b888-484e-8fd9-919e6ed86c12,heart,2021-05-30 14:23:22,60,audio,education
1645,f08bdab2-b888-484e-8fd9-919e6ed86c12,heart,2021-04-14 20:19:47,60,audio,education
1646,f08bdab2-b888-484e-8fd9-919e6ed86c12,worried,2020-09-29 08:11:26,12,audio,education
1647,f08bdab2-b888-484e-8fd9-919e6ed86c12,heart,2021-04-02 01:09:10,60,audio,education
1648,f08bdab2-b888-484e-8fd9-919e6ed86c12,scared,2020-09-09 03:27:44,15,audio,education
1649,f08bdab2-b888-484e-8fd9-919e6ed86c12,hate,2021-01-16 06:38:03,5,audio,education
1650,f08bdab2-b888-484e-8fd9-919e6ed86c12,cherish,2020-07-14 04:18:08,70,audio,education
1651,f08bdab2-b888-484e-8fd9-919e6ed86c12,scared,2020-08-21 02:25:14,15,audio,education
1652,f08bdab2-b888-484e-8fd9-919e6ed86c12,scared,2020-12-25 02:31:16,15,audio,education
1653,f08bdab2-b888-484e-8fd9-919e6ed86c12,scared,2021-06-17 07:13:02,15,audio,education
1654,f08bdab2-b888-484e-8fd9-919e6ed86c12,peeking,2020-07-28 21:19:19,35,audio,education
1655,f08bdab2-b888-484e-8fd9-919e6ed86c12,interested,2021-01-05 16:22:51,30,audio,education
1656,f08bdab2-b888-484e-8fd9-919e6ed86c12,love,2021-04-17 18:23:17,65,audio,education
1657,f08bdab2-b888-484e-8fd9-919e6ed86c12,like,2021-01-02 19:46:33,50,audio,education
1658,f08bdab2-b888-484e-8fd9-919e6ed86c12,adore,2021-02-25 17:02:51,72,audio,education
1659,f08bdab2-b888-484e-8fd9-919e6ed86c12,dislike,2021-06-14 14:19:00,10,audio,education
1660,f08bdab2-b888-484e-8fd9-919e6ed86c12,like,2020-09-21 05:01:12,50,audio,education
1661,f08bdab2-b888-484e-8fd9-919e6ed86c12,super love,2021-04-10 20:57:59,75,audio,education
1662,f08bdab2-b888-484e-8fd9-919e6ed86c12,super love,2020-09-14 06:07:47,75,audio,education
1663,f08bdab2-b888-484e-8fd9-919e6ed86c12,peeking,2021-04-21 19:35:00,35,audio,education
1664,f08bdab2-b888-484e-8fd9-919e6ed86c12,adore,2021-02-07 15:53:41,72,audio,education
1665,f08bdab2-b888-484e-8fd9-919e6ed86c12,cherish,2020-09-23 08:59:17,70,audio,education
1666,f08bdab2-b888-484e-8fd9-919e6ed86c12,interested,2020-09-18 01:17:36,30,audio,education
1667,f08bdab2-b888-484e-8fd9-919e6ed86c12,adore,2020-12-09 12:23:18,72,audio,education
1668,a55b215b-06c5-4ef3-ac14-7e1569c3ad2e,intrigued,2020-07-25 09:08:10,45,GIF,education
1669,a55b215b-06c5-4ef3-ac14-7e1569c3ad2e,adore,2021-02-24 15:42:08,72,GIF,education
1670,258bb775-3c35-4eec-90f3-8b75a52e466a,disgust,2020-11-26 14:04:36,0,photo,education
1671,258bb775-3c35-4eec-90f3-8b75a52e466a,super love,2020-11-05 16:46:07,75,photo,education
1672,258bb775-3c35-4eec-90f3-8b75a52e466a,adore,2021-03-12 22:52:15,72,photo,education
1673,258bb775-3c35-4eec-90f3-8b75a52e466a,super love,2021-01-17 14:50:17,75,photo,education
1674,258bb775-3c35-4eec-90f3-8b75a52e466a,intrigued,2020-11-05 11:22:12,45,photo,education
1675,258bb775-3c35-4eec-90f3-8b75a52e466a,super love,2020-10-09 20:54:07,75,photo,education
1676,258bb775-3c35-4eec-90f3-8b75a52e466a,intrigued,2021-02-26 01:20:51,45,photo,education
1677,258bb775-3c35-4eec-90f3-8b75a52e466a,adore,2020-07-27 03:21:58,72,photo,education
1678,258bb775-3c35-4eec-90f3-8b75a52e466a,heart,2020-08-12 18:16:14,60,photo,education
1679,258bb775-3c35-4eec-90f3-8b75a52e466a,disgust,2021-06-07 04:28:23,0,photo,education
1680,258bb775-3c35-4eec-90f3-8b75a52e466a,peeking,2021-02-15 06:04:17,35,photo,education
1681,258bb775-3c35-4eec-90f3-8b75a52e466a,adore,2021-04-29 07:44:25,72,photo,education
1682,258bb775-3c35-4eec-90f3-8b75a52e466a,adore,2021-05-25 03:50:03,72,photo,education
1683,258bb775-3c35-4eec-90f3-8b75a52e466a,heart,2020-08-17 21:09:56,60,photo,education
1684,258bb775-3c35-4eec-90f3-8b75a52e466a,peeking,2021-02-02 08:43:15,35,photo,education
1685,258bb775-3c35-4eec-90f3-8b75a52e466a,intrigued,2021-05-15 18:50:52,45,photo,education
1686,258bb775-3c35-4eec-90f3-8b75a52e466a,like,2020-12-05 13:29:54,50,photo,education
1687,258bb775-3c35-4eec-90f3-8b75a52e466a,scared,2021-01-22 06:12:13,15,photo,education
1688,258bb775-3c35-4eec-90f3-8b75a52e466a,heart,2020-10-29 23:33:26,60,photo,education
1689,258bb775-3c35-4eec-90f3-8b75a52e466a,super love,2020-11-05 07:08:44,75,photo,education
1690,258bb775-3c35-4eec-90f3-8b75a52e466a,intrigued,2021-04-29 07:54:37,45,photo,education
1691,258bb775-3c35-4eec-90f3-8b75a52e466a,dislike,2020-11-03 21:49:29,10,photo,education
1692,258bb775-3c35-4eec-90f3-8b75a52e466a,hate,2020-08-07 00:14:01,5,photo,education
1693,258bb775-3c35-4eec-90f3-8b75a52e466a,like,2020-10-01 08:21:10,50,photo,education
1694,258bb775-3c35-4eec-90f3-8b75a52e466a,indifferent,2021-06-08 15:59:55,20,photo,education
1695,258bb775-3c35-4eec-90f3-8b75a52e466a,indifferent,2021-03-26 02:21:45,20,photo,education
1696,258bb775-3c35-4eec-90f3-8b75a52e466a,like,2020-10-25 23:08:18,50,photo,education
1697,258bb775-3c35-4eec-90f3-8b75a52e466a,adore,2020-07-11 23:08:34,72,photo,education
1698,258bb775-3c35-4eec-90f3-8b75a52e466a,love,2021-05-10 07:25:04,65,photo,education
1699,258bb775-3c35-4eec-90f3-8b75a52e466a,love,2020-10-18 18:33:03,65,photo,education
1700,258bb775-3c35-4eec-90f3-8b75a52e466a,worried,2021-01-02 03:56:02,12,photo,education
1701,258bb775-3c35-4eec-90f3-8b75a52e466a,intrigued,2021-06-12 20:42:51,45,photo,education
1702,258bb775-3c35-4eec-90f3-8b75a52e466a,want,2021-06-12 19:31:08,70,photo,education
1703,258bb775-3c35-4eec-90f3-8b75a52e466a,peeking,2021-04-04 17:09:51,35,photo,education
1704,258bb775-3c35-4eec-90f3-8b75a52e466a,super love,2020-06-22 11:05:47,75,photo,education
1705,258bb775-3c35-4eec-90f3-8b75a52e466a,cherish,2021-01-29 20:19:27,70,photo,education
1706,258bb775-3c35-4eec-90f3-8b75a52e466a,scared,2020-07-12 03:26:20,15,photo,education
1707,258bb775-3c35-4eec-90f3-8b75a52e466a,adore,2020-09-18 16:25:41,72,photo,education
1708,258bb775-3c35-4eec-90f3-8b75a52e466a,indifferent,2021-01-05 18:27:43,20,photo,education
1709,258bb775-3c35-4eec-90f3-8b75a52e466a,hate,2021-01-26 14:14:31,5,photo,education
1710,258bb775-3c35-4eec-90f3-8b75a52e466a,indifferent,2020-08-11 23:21:18,20,photo,education
1711,258bb775-3c35-4eec-90f3-8b75a52e466a,interested,2020-11-05 14:26:44,30,photo,education
1712,258bb775-3c35-4eec-90f3-8b75a52e466a,hate,2020-10-12 18:22:50,5,photo,education
1713,258bb775-3c35-4eec-90f3-8b75a52e466a,interested,2021-01-13 14:23:48,30,photo,education
1714,8d32243c-2dd1-4128-bde1-d643207e582c,hate,2021-06-07 23:57:54,5,photo,studying
1715,8d32243c-2dd1-4128-bde1-d643207e582c,dislike,2020-08-24 17:02:52,10,photo,studying
1716,8d32243c-2dd1-4128-bde1-d643207e582c,super love,2020-09-12 05:58:02,75,photo,studying
1717,8d32243c-2dd1-4128-bde1-d643207e582c,scared,2020-09-25 11:34:57,15,photo,studying
1718,8d32243c-2dd1-4128-bde1-d643207e582c,love,2021-02-08 07:38:54,65,photo,studying
1719,8d32243c-2dd1-4128-bde1-d643207e582c,like,2020-11-16 19:14:55,50,photo,studying
1720,8d32243c-2dd1-4128-bde1-d643207e582c,interested,2020-12-09 01:01:44,30,photo,studying
1721,8d32243c-2dd1-4128-bde1-d643207e582c,super love,2020-09-09 01:00:29,75,photo,studying
1722,8d32243c-2dd1-4128-bde1-d643207e582c,disgust,2020-12-03 11:30:02,0,photo,studying
1723,8d32243c-2dd1-4128-bde1-d643207e582c,want,2020-09-13 20:07:05,70,photo,studying
1724,8d32243c-2dd1-4128-bde1-d643207e582c,heart,2020-09-14 11:25:21,60,photo,studying
1725,8d32243c-2dd1-4128-bde1-d643207e582c,dislike,2020-10-17 11:51:03,10,photo,studying
1726,8d32243c-2dd1-4128-bde1-d643207e582c,dislike,2020-08-11 01:24:29,10,photo,studying
1727,8d32243c-2dd1-4128-bde1-d643207e582c,heart,2020-09-13 17:03:47,60,photo,studying
1728,8d32243c-2dd1-4128-bde1-d643207e582c,interested,2020-08-23 14:28:03,30,photo,studying
1729,8d32243c-2dd1-4128-bde1-d643207e582c,disgust,2021-04-13 07:30:34,0,photo,studying
1730,8d32243c-2dd1-4128-bde1-d643207e582c,scared,2020-06-23 18:32:53,15,photo,studying
1731,8d32243c-2dd1-4128-bde1-d643207e582c,cherish,2020-07-05 00:49:30,70,photo,studying
1732,8d32243c-2dd1-4128-bde1-d643207e582c,heart,2020-07-31 09:20:37,60,photo,studying
1733,8d32243c-2dd1-4128-bde1-d643207e582c,super love,2021-03-16 17:01:35,75,photo,studying
1734,8d32243c-2dd1-4128-bde1-d643207e582c,worried,2020-12-01 09:38:43,12,photo,studying
1735,8d32243c-2dd1-4128-bde1-d643207e582c,hate,2021-04-30 21:38:58,5,photo,studying
1736,8d32243c-2dd1-4128-bde1-d643207e582c,peeking,2020-09-24 03:31:07,35,photo,studying
1737,8d32243c-2dd1-4128-bde1-d643207e582c,dislike,2020-07-19 03:53:21,10,photo,studying
1738,8d32243c-2dd1-4128-bde1-d643207e582c,want,2021-01-12 21:58:48,70,photo,studying
1739,8d32243c-2dd1-4128-bde1-d643207e582c,heart,2020-09-28 17:44:31,60,photo,studying
1740,8d32243c-2dd1-4128-bde1-d643207e582c,heart,2021-01-25 18:38:25,60,photo,studying
1741,8d32243c-2dd1-4128-bde1-d643207e582c,interested,2020-11-06 08:44:08,30,photo,studying
1742,8d32243c-2dd1-4128-bde1-d643207e582c,worried,2020-08-29 00:32:27,12,photo,studying
1743,8d32243c-2dd1-4128-bde1-d643207e582c,dislike,2021-02-21 17:55:07,10,photo,studying
1744,8d32243c-2dd1-4128-bde1-d643207e582c,worried,2021-01-06 21:00:04,12,photo,studying
1745,8d32243c-2dd1-4128-bde1-d643207e582c,scared,2021-02-09 07:57:22,15,photo,studying
1746,8d32243c-2dd1-4128-bde1-d643207e582c,want,2021-04-29 11:05:24,70,photo,studying
1747,8d32243c-2dd1-4128-bde1-d643207e582c,interested,2021-01-03 20:02:07,30,photo,studying
1748,8d32243c-2dd1-4128-bde1-d643207e582c,scared,2021-05-13 10:28:05,15,photo,studying
1749,8d32243c-2dd1-4128-bde1-d643207e582c,like,2021-04-11 10:17:30,50,photo,studying
1750,8d32243c-2dd1-4128-bde1-d643207e582c,interested,2021-03-16 18:04:52,30,photo,studying
1751,8d32243c-2dd1-4128-bde1-d643207e582c,peeking,2021-02-01 19:27:14,35,photo,studying
1752,8d32243c-2dd1-4128-bde1-d643207e582c,peeking,2020-11-17 16:11:02,35,photo,studying
1753,8d32243c-2dd1-4128-bde1-d643207e582c,adore,2021-02-28 09:29:06,72,photo,studying
1754,8d32243c-2dd1-4128-bde1-d643207e582c,indifferent,2020-12-24 09:29:38,20,photo,studying
1755,8d32243c-2dd1-4128-bde1-d643207e582c,hate,2020-12-03 01:57:05,5,photo,studying
1756,8d32243c-2dd1-4128-bde1-d643207e582c,scared,2021-05-28 19:11:40,15,photo,studying
1757,8d32243c-2dd1-4128-bde1-d643207e582c,scared,2021-01-09 21:43:48,15,photo,studying
1758,8d32243c-2dd1-4128-bde1-d643207e582c,indifferent,2020-09-26 16:46:15,20,photo,studying
1759,8d32243c-2dd1-4128-bde1-d643207e582c,disgust,2020-06-24 06:45:10,0,photo,studying
1760,e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,2021-01-24 20:52:36,0,audio,science
1761,e2c433d2-096e-484e-8c69-28f0bb69f3b7,intrigued,2020-09-18 04:49:21,45,audio,science
1762,e2c433d2-096e-484e-8c69-28f0bb69f3b7,worried,2020-11-26 19:56:03,12,audio,science
1763,e2c433d2-096e-484e-8c69-28f0bb69f3b7,cherish,2021-02-07 17:11:31,70,audio,science
1764,e2c433d2-096e-484e-8c69-28f0bb69f3b7,heart,2020-11-06 19:44:57,60,audio,science
1765,e2c433d2-096e-484e-8c69-28f0bb69f3b7,indifferent,2020-08-13 01:26:16,20,audio,science
1766,e2c433d2-096e-484e-8c69-28f0bb69f3b7,like,2021-01-03 09:18:07,50,audio,science
1767,e2c433d2-096e-484e-8c69-28f0bb69f3b7,like,2020-12-18 17:42:29,50,audio,science
1768,e2c433d2-096e-484e-8c69-28f0bb69f3b7,interested,2021-02-26 22:15:41,30,audio,science
1769,e2c433d2-096e-484e-8c69-28f0bb69f3b7,worried,2021-02-26 13:38:32,12,audio,science
1770,e2c433d2-096e-484e-8c69-28f0bb69f3b7,hate,2020-08-11 20:00:54,5,audio,science
1771,e2c433d2-096e-484e-8c69-28f0bb69f3b7,adore,2020-08-06 14:12:44,72,audio,science
1772,e2c433d2-096e-484e-8c69-28f0bb69f3b7,adore,2020-11-18 00:41:04,72,audio,science
